record,year,How often wear bicycle helmet,Ever text while driving in past 30 days,Ever smoked,How old when first smoked,How many days smoked in past 30 days,How many cigarettes/day in past 30 days,Ever been bullied
930497,2009,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1304618,2013,Did not ride a bicycle,NA,NA,NA,NA,NA,TRUE
258370,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
264437,1997,NA,NA,Yes,NA,NA,NA,NA
1314493,2013,Never wore a helmet,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
112427,1993,Sometimes wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
182414,1995,Always wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
324330,1999,Did not ride a bicycle,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
326290,1999,Always wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,Less than 1 cigarette,NA
396338,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
40508,1991,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
264380,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
322675,1999,Sometimes wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1310373,2013,Rarely wore a helmet,0 days,Yes,15 or 16 years old,6 to 9 days,2 to 5 cigarettes,TRUE
264017,1997,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
324455,1999,Did not ride a bicycle,NA,Yes,NA,0 days,Did not smoke cigarettes,NA
33626,1991,Did not ride a bicycle,NA,Yes,8 years old or younger,3 to 5 days,2 to 5 cigarettes,NA
116754,1993,NA,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
1315017,2013,Did not ride a bicycle,1 or 2 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1108561,2011,Did not ride a bicycle,NA,NA,NA,0 days,Did not smoke cigarettes,FALSE
628915,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
399751,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1310507,2013,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
504729,2003,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
630637,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
770939,2007,Never wore a helmet,NA,NA,NA,0 days,Did not smoke cigarettes,NA
1304543,2013,Most of the time wore a helmet,1 or 2 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
189260,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
504220,2003,Rarely wore a helmet,NA,Yes,15 or 16 years old,NA,NA,NA
1305928,2013,Never wore a helmet,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
772321,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
508064,2003,Did not ride a bicycle,NA,Yes,9 or 10 years old,1 or 2 days,1 cigarette,NA
122167,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
639836,2005,Never wore a helmet,NA,Yes,15 or 16 years old,10 to 19 days,1 cigarette,NA
326510,1999,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
407251,2001,Did not ride a bicycle,NA,Yes,13 or 14 years old,3 to 5 days,2 to 5 cigarettes,NA
641629,2005,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
641616,2005,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
112158,1993,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
120105,1993,Did not ride a bicycle,NA,Yes,13 or 14 years old,3 to 5 days,2 to 5 cigarettes,NA
260509,1997,Never wore a helmet,NA,NA,NA,NA,NA,NA
1103242,2011,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1099423,2011,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1311866,2013,Did not ride a bicycle,1 or 2 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
639762,2005,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
336244,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
258576,1997,Did not ride a bicycle,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
35364,1991,Did not ride a bicycle,NA,Yes,17 years old or older,0 days,Did not smoke cigarettes,NA
326242,1999,Always wore a helmet,NA,Yes,15 or 16 years old,10 to 19 days,1 cigarette,NA
336020,1999,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
764971,2007,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
401478,2001,Always wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
181109,1995,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
122088,1993,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
400726,2001,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
185224,1995,NA,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
184338,1995,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
764799,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36002,1991,NA,NA,Yes,17 years old or older,1 or 2 days,Less than 1 cigarette,NA
34388,1991,NA,NA,Yes,NA,3 to 5 days,1 cigarette,NA
1305144,2013,Rarely wore a helmet,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
403677,2001,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
632896,2005,Never wore a helmet,NA,Yes,13 or 14 years old,NA,NA,NA
407049,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
331459,1999,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
323617,1999,Rarely wore a helmet,NA,Yes,11 or 12 years old,1 or 2 days,1 cigarette,NA
262448,1997,Never wore a helmet,NA,Yes,17 years old or older,0 days,Did not smoke cigarettes,NA
767949,2007,Always wore a helmet,NA,Yes,11 or 12 years old,6 to 9 days,1 cigarette,NA
185965,1995,Did not ride a bicycle,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
501696,2003,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
268970,1997,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36266,1991,Sometimes wore a helmet,NA,Yes,8 years old or younger,All 30 days,2 to 5 cigarettes,NA
506455,2003,Never wore a helmet,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
761509,2007,Did not ride a bicycle,NA,Yes,11 or 12 years old,1 or 2 days,1 cigarette,NA
184795,1995,Did not ride a bicycle,NA,Yes,15 or 16 years old,1 or 2 days,1 cigarette,NA
761551,2007,Rarely wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
507944,2003,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
1105068,2011,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
765171,2007,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
333170,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1104617,2011,Did not ride a bicycle,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1312777,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
409131,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1107773,2011,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
630185,2005,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
760673,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
761436,2007,NA,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
328026,1999,Never wore a helmet,NA,Yes,8 years old or younger,6 to 9 days,1 cigarette,NA
761415,2007,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
629568,2005,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
268637,1997,Did not ride a bicycle,NA,Yes,15 or 16 years old,1 or 2 days,1 cigarette,NA
110894,1993,Rarely wore a helmet,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
122368,1993,Always wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
768706,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1101437,2011,Never wore a helmet,NA,Yes,15 or 16 years old,3 to 5 days,Less than 1 cigarette,FALSE
637543,2005,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
935808,2009,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
507512,2003,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
34222,1991,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
772173,2007,Never wore a helmet,NA,Yes,11 or 12 years old,10 to 19 days,1 cigarette,NA
761358,2007,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
772108,2007,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
256992,1997,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
31198,1991,NA,NA,Yes,9 or 10 years old,10 to 19 days,1 cigarette,NA
1096738,2011,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
265036,1997,Rarely wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
33615,1991,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
398396,2001,Never wore a helmet,NA,Yes,15 or 16 years old,3 to 5 days,2 to 5 cigarettes,NA
767000,2007,Never wore a helmet,NA,Yes,8 years old or younger,All 30 days,More than 20 cigarettes,NA
923511,2009,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
768811,2007,Did not ride a bicycle,NA,Yes,13 or 14 years old,NA,NA,NA
265118,1997,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
769602,2007,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1105775,2011,Never wore a helmet,NA,Yes,11 or 12 years old,All 30 days,6 to 10 cigarettes,FALSE
924831,2009,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
268472,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1314330,2013,Never wore a helmet,3 to 5 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
1308496,2013,Always wore a helmet,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
334036,1999,Never wore a helmet,NA,Yes,13 or 14 years old,20 to 29 days,2 to 5 cigarettes,NA
1316385,2013,Did not ride a bicycle,All 30 days,Yes,17 years old or older,0 days,Did not smoke cigarettes,TRUE
630833,2005,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
639174,2005,Did not ride a bicycle,NA,Yes,13 or 14 years old,NA,NA,NA
1303594,2013,NA,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
188940,1995,Never wore a helmet,NA,NA,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
188073,1995,Did not ride a bicycle,NA,Yes,13 or 14 years old,All 30 days,11 to 20 cigarettes,NA
264177,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1106898,2011,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
1096152,2011,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
1109902,2011,Did not ride a bicycle,NA,Yes,17 years old or older,3 to 5 days,Less than 1 cigarette,NA
118249,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
508873,2003,Never wore a helmet,NA,Yes,13 or 14 years old,1 or 2 days,2 to 5 cigarettes,NA
182343,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
32781,1991,Did not ride a bicycle,NA,Yes,15 or 16 years old,0 days,Did not smoke cigarettes,NA
507643,2003,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
929204,2009,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
258982,1997,Did not ride a bicycle,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
405086,2001,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
640574,2005,Never wore a helmet,NA,NA,Never smoked a cigarette,0 days,NA,NA
30658,1991,Never wore a helmet,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
107746,1993,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
401820,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
638499,2005,Rarely wore a helmet,NA,Yes,13 or 14 years old,10 to 19 days,2 to 5 cigarettes,NA
33013,1991,Rarely wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
182745,1995,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
1313048,2013,Never wore a helmet,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
766128,2007,NA,NA,NA,Never smoked a cigarette,NA,NA,NA
113935,1993,Never wore a helmet,NA,Yes,9 or 10 years old,0 days,Did not smoke cigarettes,NA
927304,2009,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
110038,1993,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
772516,2007,Never wore a helmet,NA,Yes,15 or 16 years old,NA,NA,NA
257015,1997,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
931395,2009,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
629482,2005,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
37823,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1306997,2013,Never wore a helmet,3 to 5 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
409038,2001,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
763143,2007,Rarely wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
107616,1993,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
633113,2005,Always wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
109626,1993,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
770170,2007,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1309493,2013,Never wore a helmet,3 to 5 days,NA,Never smoked a cigarette,0 days,NA,FALSE
182860,1995,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1304787,2013,Never wore a helmet,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
512636,2003,Rarely wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
628870,2005,Never wore a helmet,NA,NA,11 or 12 years old,6 to 9 days,NA,NA
1311415,2013,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,FALSE
1314887,2013,Did not ride a bicycle,0 days,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,FALSE
327811,1999,Never wore a helmet,NA,Yes,15 or 16 years old,NA,NA,NA
331472,1999,Never wore a helmet,NA,Yes,9 or 10 years old,All 30 days,6 to 10 cigarettes,NA
641660,2005,Never wore a helmet,NA,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
925115,2009,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
771818,2007,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
760660,2007,Rarely wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
117977,1993,NA,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
36642,1991,Never wore a helmet,NA,Yes,8 years old or younger,0 days,Did not smoke cigarettes,NA
1106158,2011,Did not ride a bicycle,NA,NA,Never smoked a cigarette,0 days,NA,TRUE
107730,1993,Did not ride a bicycle,NA,Yes,11 or 12 years old,0 days,Did not smoke cigarettes,NA
638187,2005,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
258457,1997,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
765905,2007,Sometimes wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
184600,1995,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
640778,2005,Did not ride a bicycle,NA,Yes,11 or 12 years old,All 30 days,6 to 10 cigarettes,NA
763940,2007,Most of the time wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1311481,2013,Sometimes wore a helmet,I did not drive the past 30 days,Yes,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
499765,2003,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
1313952,2013,Always wore a helmet,0 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
107699,1993,Never wore a helmet,NA,Yes,11 or 12 years old,All 30 days,2 to 5 cigarettes,NA
1307753,2013,Never wore a helmet,6 to 9 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
931557,2009,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,FALSE
117883,1993,Never wore a helmet,NA,NA,NA,0 days,Did not smoke cigarettes,NA
263759,1997,Never wore a helmet,NA,Yes,13 or 14 years old,0 days,Did not smoke cigarettes,NA
1305168,2013,Did not ride a bicycle,I did not drive the past 30 days,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,TRUE
323760,1999,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
924371,2009,Did not ride a bicycle,NA,NA,NA,3 to 5 days,NA,NA
1107303,2011,Did not ride a bicycle,NA,Yes,13 or 14 years old,20 to 29 days,6 to 10 cigarettes,FALSE
269290,1997,Did not ride a bicycle,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
34154,1991,Never wore a helmet,NA,No,Never smoked a cigarette,0 days,Did not smoke cigarettes,NA
